Date,Time,Impact,Event Name,Previous,Forecast,Actual
2011-04-28,10:00am,3,Pending Home Sales m/m,0.70%,1.60%,5.10%
2011-04-28,10:30am,1,Natural Gas Storage,47B,38B,31B
2011-04-29,8:30am,2,Core PCE Price Index m/m,0.20%,0.10%,0.10%
2011-04-29,8:30am,2,Employment Cost Index q/q,0.40%,0.50%,0.60%
2011-04-29,8:30am,2,Personal Spending m/m,0.90%,0.60%,0.60%
2011-04-29,8:30am,1,Personal Income m/m,0.40%,0.30%,0.50%
2011-04-29,9:45am,2,Chicago PMI,70.6,68.7,67.6
2011-04-29,9:55am,2,Revised UoM Consumer Sentiment,69.6,70,69.8
2011-04-29,9:55am,1,Revised UoM Inflation Expectations,4.60%,,4.60%
2011-04-29,12:30pm,3,Fed Chairman Bernanke Speaks,,,
2011-05-01,11:35pm,1,President Obama Speaks,,,
2011-05-02,10:00am,3,ISM Manufacturing PMI,61.2,59.9,60.4
2011-05-02,10:00am,1,Construction Spending m/m,-2.40%,0.40%,1.40%
2011-05-02,10:00am,1,ISM Manufacturing Prices,85,83.3,85.5
2011-05-02,2:00pm,1,Loan Officer Survey,,,
2011-05-03,10:00am,2,Factory Orders m/m,0.70%,1.90%,3.00%
2011-05-03,12:00am,1,Total Vehicle Sales,13.1M,13.0M,13.2M
2011-05-04,7:30am,1,Challenger Job Cuts y/y,-38.60%,,-4.80%
2011-05-04,8:15am,3,ADP Non-Farm Employment Change,207K,200K,179K
2011-05-04,10:00am,3,ISM Services PMI,57.3,57.9,52.8
2011-05-04,10:30am,2,Crude Oil Inventories,6.2M,1.9M,3.4M
2011-05-04,4:00pm,2,FOMC Member Fisher Speaks,,,
2011-05-05,8:30am,3,Unemployment Claims,431K,415K,474K
2011-05-05,8:30am,2,Prelim Nonfarm Productivity q/q,2.60%,1.10%,1.60%
2011-05-05,8:30am,2,Prelim Unit Labor Costs q/q,-0.60%,0.80%,1.00%
2011-05-05,9:15am,2,FOMC Member Evans Speaks,,,
2011-05-05,9:23am,3,Fed Chairman Bernanke Speaks,,,
2011-05-05,10:30am,1,Natural Gas Storage,31B,68B,72B
2011-05-05,1:15pm,2,FOMC Member Kocherlakota Speaks,,,
2011-05-06,7:30am,2,FOMC Member Yellen Speaks,,,
2011-05-06,8:30am,3,Non-Farm Employment Change,221K,185K,244K
2011-05-06,8:30am,3,Unemployment Rate,8.80%,8.80%,9.00%
2011-05-06,8:30am,2,Average Hourly Earnings m/m,0.20%,0.20%,0.10%
2011-05-06,10:00am,1,FOMC Member Dudley Speaks,,,
2011-05-06,3:00pm,1,Consumer Credit m/m,7.6B,5.2B,6.0B
2011-05-10,7:30am,1,NFIB Small Business Index,91.9,91.9,91.2
2011-05-10,8:30am,2,Import Prices m/m,2.60%,1.80%,2.20%
2011-05-10,9:30am,1,FOMC Member Duke Speaks,,,
2011-05-10,10:00am,1,Final Wholesale Inventories m/m,1.00%,1.00%,1.10%
2011-05-10,10:00am,1,RCM/TIPP Economic Optimism,40.8,41.5,42.8
2011-05-11,8:30am,3,Trade Balance,-45.4B,-46.8B,-48.2B
2011-05-11,10:00am,1,JOLTS Job Openings,3.03M,,3.12M
2011-05-11,10:30am,2,Crude Oil Inventories,3.4M,1.1M,3.8M
2011-05-11,1:00pm,2,FOMC Member Kocherlakota Speaks,,,
2011-05-11,2:00pm,2,10-y Bond Auction,3.49|3.1,,3.21|3.0
2011-05-11,2:00pm,2,Federal Budget Balance,-188.2B,-50.5B,-40.5B
2011-05-12,8:30am,3,Core Retail Sales m/m,1.20%,0.70%,0.60%
2011-05-12,8:30am,3,PPI m/m,0.70%,0.60%,0.80%
2011-05-12,8:30am,3,Retail Sales m/m,0.90%,0.50%,0.50%
2011-05-12,8:30am,3,Unemployment Claims,478K,430K,434K
2011-05-12,8:30am,2,Core PPI m/m,0.30%,0.20%,0.30%
2011-05-12,8:30am,2,FOMC Member Plosser Speaks,,,
2011-05-12,10:00am,3,Fed Chairman Bernanke Testifies,,,
2011-05-12,10:00am,2,Business Inventories m/m,0.70%,0.80%,1.00%
2011-05-12,10:30am,1,Natural Gas Storage,72B,69B,70B
2011-05-12,1:00pm,1,30-y Bond Auction,4.53|2.8,,4.38|2.4
2011-05-12,8:00pm,2,Fed Chairman Bernanke Speaks,,,
2011-05-13,8:30am,3,Core CPI m/m,0.10%,0.20%,0.20%
2011-05-13,8:30am,3,CPI y/y,2.70%,3.10%,3.20%
2011-05-13,8:30am,2,CPI m/m,0.50%,0.40%,0.40%
2011-05-13,9:55am,3,Prelim UoM Consumer Sentiment,69.8,70,72.4
2011-05-13,9:55am,1,Prelim UoM Inflation Expectations,4.60%,,4.40%
2011-05-16,8:30am,2,Empire State Manufacturing Index,21.7,20.7,11.9
2011-05-16,9:00am,3,Fed Chairman Bernanke Speaks,,,
2011-05-16,9:00am,3,TIC Long-Term Purchases,27.2B,57.7B,24.0B
2011-05-16,10:00am,1,NAHB Housing Market Index,16,17,16
2011-05-17,8:30am,3,Building Permits,0.57M,0.59M,0.55M
2011-05-17,8:30am,2,Housing Starts,0.59M,0.58M,0.52M
2011-05-17,9:15am,2,Capacity Utilization Rate,77.00%,77.70%,76.90%
2011-05-17,9:15am,2,Industrial Production m/m,0.70%,0.50%,0.00%
2011-05-18,10:30am,2,Crude Oil Inventories,3.8M,1.4M,0.0M
2011-05-18,1:30pm,2,FOMC Member Fisher Speaks,,,
2011-05-18,2:00pm,3,FOMC Meeting Minutes,,,
2011-05-19,8:30am,3,Unemployment Claims,438K,421K,409K
2011-05-19,8:30am,1,FOMC Member Dudley Speaks,,,
2011-05-19,10:00am,3,Existing Home Sales,5.09M,5.21M,5.05M
2011-05-19,10:00am,3,Philly Fed Manufacturing Index,18.5,20.2,3.9
2011-05-19,10:00am,2,Mortgage Delinquencies,8.22%,,8.32%
2011-05-19,10:00am,1,CB Leading Index m/m,0.70%,0.20%,-0.30%
2011-05-19,10:30am,1,Natural Gas Storage,70B,91B,92B
2011-05-19,12:00pm,1,FOMC Member Dudley Speaks,,,
2011-05-19,1:30pm,2,FOMC Member Evans Speaks,,,
2011-05-20,8:00am,1,FOMC Member Dudley Speaks,,,
2011-05-24,8:25am,1,FOMC Member Duke Speaks,,,
2011-05-24,9:50am,2,FOMC Member Plosser Speaks,,,
2011-05-24,10:00am,3,New Home Sales,301K,305K,323K
2011-05-24,10:00am,1,Richmond Manufacturing Index,10,10,-6
2011-05-25,3:30am,2,FOMC Member Plosser Speaks,,,
2011-05-25,8:30am,3,Core Durable Goods Orders m/m,2.50%,0.70%,-1.50%
2011-05-25,8:30am,2,Durable Goods Orders m/m,4.40%,-2.00%,-3.60%
2011-05-25,10:00am,1,HPI m/m,-1.50%,-0.70%,-0.30%
2011-05-25,10:30am,2,Crude Oil Inventories,0.0M,-1.6M,0.6M
2011-05-25,1:30pm,2,FOMC Member Kocherlakota Speaks,,,
2011-05-26,8:30am,3,Prelim GDP q/q,1.80%,2.20%,1.80%
2011-05-26,8:30am,3,Unemployment Claims,414K,403K,424K
2011-05-26,8:30am,1,Prelim GDP Price Index q/q,1.90%,1.90%,1.90%
2011-05-26,10:30am,1,Natural Gas Storage,92B,93B,105B
2011-05-27,8:30am,2,Core PCE Price Index m/m,0.10%,0.20%,0.20%
2011-05-27,8:30am,2,Personal Spending m/m,0.50%,0.50%,0.40%
2011-05-27,8:30am,1,Personal Income m/m,0.40%,0.40%,0.40%
2011-05-27,9:55am,2,Revised UoM Consumer Sentiment,72.4,72.5,74.3
2011-05-27,9:55am,1,Revised UoM Inflation Expectations,4.40%,,4.10%
2011-05-27,10:00am,3,Pending Home Sales m/m,3.50%,-0.90%,-11.60%
2011-05-27,4:00pm,2,Treasury Currency Report,,,
2011-05-30,12:00am,-1,Bank Holiday,,,
2011-05-31,9:00am,2,S&P/CS Composite-20 HPI y/y,-3.40%,-3.40%,-3.60%
2011-05-31,9:45am,2,Chicago PMI,67.6,63.8,56.6
2011-05-31,10:00am,3,CB Consumer Confidence,66,66.3,60.8
2011-06-01,7:30am,1,Challenger Job Cuts y/y,-4.80%,,-4.30%
2011-06-01,8:15am,3,ADP Non-Farm Employment Change,177K,177K,38K
2011-06-01,10:00am,3,ISM Manufacturing PMI,60.4,58.1,53.5
2011-06-01,10:00am,2,Treasury Sec Geithner Speaks,,,
2011-06-01,10:00am,1,Construction Spending m/m,0.10%,0.40%,0.40%
2011-06-01,10:00am,1,ISM Manufacturing Prices,85.5,81.9,76.5
2011-06-01,12:00am,1,Total Vehicle Sales,13.2M,12.9M,11.8M
2011-06-02,8:30am,3,Unemployment Claims,428K,416K,422K
2011-06-02,8:30am,2,Revised Nonfarm Productivity q/q,1.60%,1.80%,1.80%
2011-06-02,8:30am,1,Revised Unit Labor Costs q/q,1.00%,0.80%,0.70%
2011-06-02,10:00am,2,Factory Orders m/m,3.80%,-0.70%,-1.20%
2011-06-02,10:30am,1,Natural Gas Storage,105B,92B,83B
2011-06-02,11:00am,2,Crude Oil Inventories,0.6M,-1.5M,2.9M
2011-06-03,8:30am,3,Non-Farm Employment Change,232K,161K,54K
2011-06-03,8:30am,3,Unemployment Rate,9.00%,9.00%,9.10%
2011-06-03,8:30am,2,Average Hourly Earnings m/m,0.10%,0.20%,0.30%
2011-06-03,10:00am,3,ISM Services PMI,52.8,53.8,54.6
2011-06-03,12:30pm,1,FOMC Member Tarullo Speaks,,,
2011-06-06,3:30am,2,FOMC Member Plosser Speaks,,,
2011-06-06,1:15pm,2,Treasury Sec Geithner Speaks,,,
2011-06-06,5:30pm,2,FOMC Member Fisher Speaks,,,
2011-06-07,10:00am,1,JOLTS Job Openings,3.12M,,2.97M
2011-06-07,10:00am,1,RCM/TIPP Economic Optimism,42.8,42.1,44.6
2011-06-07,3:00pm,1,Consumer Credit m/m,4.8B,5.2B,6.2B
2011-06-07,3:45pm,3,Fed Chairman Bernanke Speaks,,,
2011-06-07,9:00pm,1,FOMC Member Dudley Speaks,,,
2011-06-08,10:30am,2,Crude Oil Inventories,2.9M,-1.4M,-4.8M
2011-06-08,1:00pm,2,10-y Bond Auction,3.21|3.0,,2.97|3.2
2011-06-08,2:00pm,2,Beige Book,,,
2011-06-09,8:30am,3,Trade Balance,-46.8B,-48.6B,-43.7B
2011-06-09,8:30am,3,Unemployment Claims,426K,424K,427K
2011-06-09,10:00am,1,Final Wholesale Inventories m/m,1.30%,1.00%,0.80%
2011-06-09,10:30am,1,Natural Gas Storage,83B,77B,80B
2011-06-09,11:30am,2,FOMC Member Yellen Speaks,,,
2011-06-09,1:00pm,1,30-y Bond Auction,4.38|2.4,,4.24|2.6
2011-06-09,2:00pm,2,FOMC Member Plosser Speaks,,,
2011-06-10,8:30am,2,Import Prices m/m,2.10%,-0.60%,0.20%
2011-06-10,9:00am,2,FOMC Member Dudley Speaks,,,
2011-06-10,2:00pm,2,Federal Budget Balance,-40.5B,-123.2B,-57.6B
2011-06-13,1:45pm,1,President Obama Speaks,,,
2011-06-13,7:00pm,2,FOMC Member Fisher Speaks,,,
2011-06-14,7:30am,1,NFIB Small Business Index,91.2,90.6,90.9
2011-06-14,8:30am,3,Core Retail Sales m/m,0.50%,0.30%,0.30%
2011-06-14,8:30am,3,PPI m/m,0.80%,0.10%,0.20%
2011-06-14,8:30am,3,Retail Sales m/m,0.30%,-0.30%,-0.20%
2011-06-14,8:30am,2,Core PPI m/m,0.30%,0.20%,0.20%
2011-06-14,10:00am,2,Business Inventories m/m,1.30%,0.90%,0.80%
2011-06-14,2:30pm,3,Fed Chairman Bernanke Speaks,,,
2011-06-15,8:30am,3,Core CPI m/m,0.20%,0.20%,0.30%
2011-06-15,8:30am,3,CPI y/y,3.20%,3.40%,3.60%
2011-06-15,8:30am,2,CPI m/m,0.40%,0.20%,0.20%
2011-06-15,8:30am,2,Empire State Manufacturing Index,11.9,13,-7.8
2011-06-15,9:00am,3,TIC Long-Term Purchases,24.0B,45.3B,30.6B
2011-06-15,9:15am,2,Capacity Utilization Rate,76.70%,77.10%,76.70%
2011-06-15,9:15am,2,Industrial Production m/m,0.00%,0.30%,0.10%
2011-06-15,10:00am,1,NAHB Housing Market Index,16,16,13
2011-06-15,10:30am,2,Crude Oil Inventories,-4.8M,-0.9M,-3.4M
2011-06-16,8:30am,3,Building Permits,0.56M,0.55M,0.61M
2011-06-16,8:30am,3,Unemployment Claims,430K,421K,414K
2011-06-16,8:30am,2,Current Account,-112B,-126B,-119B
2011-06-16,8:30am,2,Housing Starts,0.54M,0.54M,0.56M
2011-06-16,10:00am,3,Philly Fed Manufacturing Index,3.9,7.1,-7.7
2011-06-16,10:30am,1,Natural Gas Storage,80B,65B,69B
2011-06-16,1:10pm,2,FOMC Member Fisher Speaks,,,
2011-06-17,9:55am,3,Prelim UoM Consumer Sentiment,74.3,74.2,71.8
2011-06-17,9:55am,1,Prelim UoM Inflation Expectations,4.10%,,4.00%
2011-06-17,10:00am,1,CB Leading Index m/m,-0.40%,0.30%,0.80%
2011-06-21,10:00am,3,Existing Home Sales,5.00M,4.82M,4.81M
2011-06-22,10:07am,1,HPI m/m,-0.40%,-0.20%,0.80%
2011-06-22,10:30am,2,Crude Oil Inventories,-3.4M,-0.1M,-1.7M
2011-06-22,12:27pm,3,Federal Funds Rate,<0.25%,<0.25%,<0.25%
2011-06-22,12:27pm,3,FOMC Statement,,,
2011-06-22,2:00pm,2,FOMC Economic Projections,,,
2011-06-22,2:15pm,3,FOMC Press Conference,,,
2011-06-23,8:30am,3,Unemployment Claims,420K,414K,429K
2011-06-23,10:00am,3,New Home Sales,326K,311K,319K
2011-06-23,10:30am,1,Natural Gas Storage,69B,91B,98B
2011-06-24,8:30am,3,Core Durable Goods Orders m/m,-0.40%,1.00%,0.60%
2011-06-24,8:30am,2,Durable Goods Orders m/m,-2.70%,1.60%,1.90%
2011-06-24,8:30am,2,Final GDP q/q,1.80%,1.90%,1.90%
2011-06-24,8:30am,1,Final GDP Price Index q/q,1.90%,1.90%,2.00%
2011-06-27,8:30am,2,Core PCE Price Index m/m,0.20%,0.20%,0.30%
2011-06-27,8:30am,2,Personal Spending m/m,0.30%,0.20%,0.00%
2011-06-27,8:30am,1,Personal Income m/m,0.30%,0.40%,0.30%
2011-06-27,11:00am,2,FOMC Member Kocherlakota Speaks,,,
2011-06-28,9:00am,2,S&P/CS Composite-20 HPI y/y,-3.80%,-3.90%,-4.00%
2011-06-28,9:43am,3,CB Consumer Confidence,61.7,60.8,58.5
2011-06-28,10:00am,1,Richmond Manufacturing Index,-6,2,3
2011-06-28,12:00pm,2,FOMC Member Fisher Speaks,,,
2011-06-29,9:00am,2,Fed Announcement,,,
2011-06-29,10:00am,3,Pending Home Sales m/m,-11.30%,2.40%,8.20%
2011-06-29,10:30am,2,Crude Oil Inventories,-1.7M,-1.5M,-4.4M
2011-06-29,12:00pm,2,FOMC Member Raskin Speaks,,,
2011-06-30,8:30am,3,Unemployment Claims,429K,419K,428K
2011-06-30,9:45am,2,Chicago PMI,56.6,54.1,61.1
2011-06-30,10:30am,1,Natural Gas Storage,98B,80B,78B
2011-07-01,9:55am,2,Revised UoM Consumer Sentiment,71.8,72,71.5
2011-07-01,9:55am,1,Revised UoM Inflation Expectations,4.00%,,3.80%
2011-07-01,10:00am,3,ISM Manufacturing PMI,53.5,51.9,55.3
2011-07-01,10:00am,1,Construction Spending m/m,-0.60%,0.10%,-0.60%
2011-07-01,10:00am,1,ISM Manufacturing Prices,76.5,72.3,68
2011-07-01,12:00am,1,Total Vehicle Sales,11.8M,12.0M,11.5M
2011-07-04,12:00am,-1,Bank Holiday,,,
2011-07-05,10:00am,2,Factory Orders m/m,-0.90%,1.10%,0.80%
2011-07-06,7:30am,1,Challenger Job Cuts y/y,-4.30%,,5.30%
2011-07-06,10:00am,3,ISM Services PMI,54.6,53.9,53.3
2011-07-07,8:15am,3,ADP Non-Farm Employment Change,36K,67K,157K
2011-07-07,8:30am,3,Unemployment Claims,432K,421K,418K
2011-07-07,10:30am,1,Natural Gas Storage,78B,80B,95B
2011-07-07,11:00am,2,Crude Oil Inventories,-4.4M,-2.4M,-0.9M
2011-07-08,8:30am,3,Non-Farm Employment Change,25K,97K,18K
2011-07-08,8:30am,3,Unemployment Rate,9.10%,9.10%,9.20%
2011-07-08,8:30am,2,Average Hourly Earnings m/m,0.30%,0.20%,0.00%
2011-07-08,10:00am,2,Final Wholesale Inventories m/m,1.10%,0.60%,1.80%
2011-07-08,10:30am,1,President Obama Speaks,,,
2011-07-08,3:00pm,1,Consumer Credit m/m,5.7B,5.1B,5.1B
2011-07-11,11:00am,1,President Obama Speaks,,,
2011-07-12,7:30am,1,NFIB Small Business Index,90.9,91.3,90.8
2011-07-12,8:30am,3,Trade Balance,-43.6B,-44.1B,-50.2B
2011-07-12,10:00am,1,JOLTS Job Openings,2.95M,,2.97M
2011-07-12,10:00am,1,RCM/TIPP Economic Optimism,44.6,45.7,41.4
2011-07-12,2:00pm,3,FOMC Meeting Minutes,,,
2011-07-13,8:30am,2,Import Prices m/m,0.10%,-0.70%,-0.50%
2011-07-13,10:00am,3,Fed Chairman Bernanke Testifies,,,
2011-07-13,10:00am,1,Fed Monetary Policy Report,,,
2011-07-13,10:30am,2,Crude Oil Inventories,-0.9M,-2.3M,-3.1M
2011-07-13,1:00pm,2,10-y Bond Auction,2.97|3.2,,2.92|3.2
2011-07-13,2:00pm,2,Federal Budget Balance,-57.6B,-68.0B,-43.1B
2011-07-14,8:30am,3,Core Retail Sales m/m,0.20%,0.10%,0.00%
2011-07-14,8:30am,3,PPI m/m,0.20%,-0.20%,-0.40%
2011-07-14,8:30am,3,Retail Sales m/m,-0.10%,-0.10%,0.10%
2011-07-14,8:30am,3,Unemployment Claims,427K,413K,405K
2011-07-14,8:30am,2,Core PPI m/m,0.20%,0.20%,0.30%
2011-07-14,10:00am,3,Fed Chairman Bernanke Testifies,,,
2011-07-14,10:00am,2,Business Inventories m/m,1.00%,0.70%,1.00%
2011-07-14,10:30am,1,Natural Gas Storage,95B,79B,84B
2011-07-14,1:00pm,1,30-y Bond Auction,4.24|2.6,,4.20|2.8
2011-07-15,8:30am,3,Core CPI m/m,0.30%,0.20%,0.30%
2011-07-15,8:30am,3,CPI y/y,3.60%,3.60%,3.60%
2011-07-15,8:30am,2,CPI m/m,0.20%,-0.10%,-0.20%
2011-07-15,8:30am,2,Empire State Manufacturing Index,-7.8,4.5,-3.8
2011-07-15,9:15am,2,Capacity Utilization Rate,76.70%,77.00%,76.70%
2011-07-15,9:15am,2,Industrial Production m/m,-0.10%,0.40%,0.20%
2011-07-15,9:55am,3,Prelim UoM Consumer Sentiment,71.5,72.5,63.8
2011-07-15,9:55am,1,Prelim UoM Inflation Expectations,3.80%,,3.40%
2011-07-15,11:00am,1,President Obama Speaks,,,
2011-07-18,9:00am,3,TIC Long-Term Purchases,30.6B,48.4B,23.6B
2011-07-18,10:00am,1,NAHB Housing Market Index,13,15,15
2011-07-19,8:30am,3,Building Permits,0.61M,0.61M,0.62M
2011-07-19,8:30am,2,Housing Starts,0.55M,0.58M,0.63M
2011-07-19,1:30pm,1,President Obama Speaks,,,
2011-07-20,10:00am,3,Existing Home Sales,4.81M,4.92M,4.77M
2011-07-20,10:30am,2,Crude Oil Inventories,-3.1M,-1.5M,-3.7M
2011-07-21,8:30am,3,Unemployment Claims,408K,409K,418K
2011-07-21,8:30am,2,FOMC Member Evans Speaks,,,
2011-07-21,10:00am,3,Fed Chairman Bernanke Testifies,,,
2011-07-21,10:00am,3,Philly Fed Manufacturing Index,-7.7,2.7,3.2
2011-07-21,10:00am,1,CB Leading Index m/m,0.80%,0.20%,0.30%
2011-07-21,10:00am,1,HPI m/m,0.20%,0.40%,0.40%
2011-07-21,10:30am,1,Natural Gas Storage,84B,67B,60B
2011-07-26,9:00am,2,S&P/CS Composite-20 HPI y/y,-4.20%,-4.60%,-4.50%
2011-07-26,10:00am,3,CB Consumer Confidence,57.6,57.1,59.5
2011-07-26,10:00am,3,New Home Sales,315K,321K,312K
2011-07-26,10:00am,1,Richmond Manufacturing Index,3,5,-1
2011-07-27,8:30am,3,Core Durable Goods Orders m/m,0.70%,0.50%,0.10%
2011-07-27,8:30am,2,Durable Goods Orders m/m,1.90%,0.40%,-2.10%
2011-07-27,10:30am,2,Crude Oil Inventories,-3.7M,-1.2M,2.3M
2011-07-27,2:00pm,2,Beige Book,,,
2011-07-28,8:30am,3,Unemployment Claims,422K,413K,398K
2011-07-28,10:00am,3,Pending Home Sales m/m,8.20%,-1.50%,2.40%
2011-07-28,10:30am,1,Natural Gas Storage,60B,38B,43B
2011-07-29,8:30am,3,Advance GDP q/q,1.90%,1.70%,1.30%
2011-07-29,8:30am,2,Advance GDP Price Index q/q,2.00%,2.00%,2.30%
2011-07-29,8:30am,2,Employment Cost Index q/q,0.60%,0.50%,0.70%
2011-07-29,9:45am,2,Chicago PMI,61.1,60.1,58.8
2011-07-29,9:55am,2,Revised UoM Consumer Sentiment,63.8,64.1,63.7
2011-07-29,9:55am,1,Revised UoM Inflation Expectations,3.40%,,3.40%
2011-07-29,10:20am,1,President Obama Speaks,,,
2011-08-01,10:00am,3,ISM Manufacturing PMI,55.3,55,50.9
2011-08-01,10:00am,1,Construction Spending m/m,0.30%,-0.10%,0.20%
2011-08-01,10:00am,1,ISM Manufacturing Prices,68,64.4,59
2011-08-02,8:30am,2,Core PCE Price Index m/m,0.20%,0.20%,0.10%
2011-08-02,8:30am,2,Personal Spending m/m,0.10%,0.20%,-0.20%
2011-08-02,8:30am,1,Personal Income m/m,0.20%,0.30%,0.10%
2011-08-02,12:00am,1,Total Vehicle Sales,11.5M,11.9M,12.2M
2011-08-02,12:15pm,1,President Obama Speaks,,,
2011-08-03,7:30am,1,Challenger Job Cuts y/y,5.30%,,59.40%
2011-08-03,8:15am,3,ADP Non-Farm Employment Change,145K,101K,114K
2011-08-03,10:00am,3,ISM Services PMI,53.3,53.8,52.7
2011-08-03,10:00am,2,Factory Orders m/m,0.60%,-0.40%,-0.80%
2011-08-03,10:30am,2,Crude Oil Inventories,2.3M,1.3M,1.0M
2011-08-04,8:30am,3,Unemployment Claims,401K,404K,400K
2011-08-04,10:30am,1,Natural Gas Storage,43B,39B,44B
2011-08-05,8:30am,3,Non-Farm Employment Change,46K,89K,117K
2011-08-05,8:30am,3,Unemployment Rate,9.20%,9.20%,9.10%
2011-08-05,8:30am,2,Average Hourly Earnings m/m,0.00%,0.20%,0.40%
2011-08-05,11:00am,1,President Obama Speaks,,,
2011-08-05,3:00pm,1,Consumer Credit m/m,5.1B,5.0B,15.5B
2011-08-05,5:30pm,1,RCM/TIPP Economic Optimism,41.4,43.1,35.8
2011-08-05,9:30pm,1,Fed Announcement,,,
2011-08-08,1:30pm,1,President Obama Speaks,,,
2011-08-09,7:30am,1,NFIB Small Business Index,90.8,89.8,89.9
2011-08-09,8:30am,2,Prelim Nonfarm Productivity q/q,1.80%,-0.60%,-0.30%
2011-08-09,8:30am,2,Prelim Unit Labor Costs q/q,0.70%,2.10%,2.20%
2011-08-09,2:19pm,3,Federal Funds Rate,<0.25%,<0.25%,<0.25%
2011-08-09,2:19pm,3,FOMC Statement,,,
2011-08-10,10:00am,1,Final Wholesale Inventories m/m,1.70%,0.90%,0.60%
2011-08-10,10:00am,1,JOLTS Job Openings,3.03M,,3.11M
2011-08-10,10:30am,2,Crude Oil Inventories,1.0M,1.7M,-5.2M
2011-08-10,1:00pm,2,10-y Bond Auction,2.92|3.2,,2.14|3.2
2011-08-10,1:57pm,2,Federal Budget Balance,-43.1B,-137.4B,-129.4B
2011-08-11,8:30am,3,Trade Balance,-50.8B,-47.9B,-53.1B
2011-08-11,8:30am,3,Unemployment Claims,402K,401K,395K
2011-08-11,10:30am,1,Natural Gas Storage,44B,33B,25B
2011-08-11,1:00pm,1,30-y Bond Auction,4.20|2.8,,3.75|2.1
2011-08-12,8:30am,3,Core Retail Sales m/m,0.20%,0.20%,0.50%
2011-08-12,8:30am,3,Retail Sales m/m,0.30%,0.40%,0.50%
2011-08-12,9:55am,3,Prelim UoM Consumer Sentiment,63.7,63.2,54.9
2011-08-12,9:55am,1,Prelim UoM Inflation Expectations,3.40%,,3.40%
2011-08-12,10:00am,2,Business Inventories m/m,0.90%,0.60%,0.30%
2011-08-12,10:00am,1,FOMC Member Dudley Speaks,,,
2011-08-15,8:30am,2,Empire State Manufacturing Index,-3.8,0.5,-7.7
2011-08-15,9:00am,3,TIC Long-Term Purchases,24.2B,30.4B,3.7B
2011-08-15,10:00am,1,NAHB Housing Market Index,15,15,15
2011-08-15,2:00pm,1,Loan Officer Survey,,,
2011-08-16,8:30am,3,Building Permits,0.62M,0.61M,0.60M
2011-08-16,8:30am,2,Housing Starts,0.61M,0.60M,0.60M
2011-08-16,8:30am,2,Import Prices m/m,-0.60%,0.00%,0.30%
2011-08-16,9:15am,2,Capacity Utilization Rate,76.90%,77.00%,77.50%
2011-08-16,9:15am,2,Industrial Production m/m,0.40%,0.50%,0.90%
2011-08-17,8:30am,3,PPI m/m,-0.40%,0.00%,0.20%
2011-08-17,8:30am,2,Core PPI m/m,0.30%,0.20%,0.40%
2011-08-17,10:30am,2,Crude Oil Inventories,-5.2M,-0.4M,4.2M
2011-08-17,1:20pm,2,FOMC Member Fisher Speaks,,,
2011-08-18,8:30am,3,Core CPI m/m,0.30%,0.20%,0.20%
2011-08-18,8:30am,3,CPI y/y,3.60%,3.40%,3.60%
2011-08-18,8:30am,3,Unemployment Claims,399K,402K,408K
2011-08-18,8:30am,2,CPI m/m,-0.20%,0.20%,0.50%
2011-08-18,8:35am,1,FOMC Member Dudley Speaks,,,
2011-08-18,10:00am,3,Existing Home Sales,4.84M,4.91M,4.67M
2011-08-18,10:00am,3,Philly Fed Manufacturing Index,3.2,4,-30.7
2011-08-18,10:00am,1,CB Leading Index m/m,0.30%,0.20%,0.50%
2011-08-18,10:30am,1,Natural Gas Storage,25B,49B,50B
2011-08-19,8:30am,1,FOMC Member Dudley Speaks,,,
2011-08-22,10:00am,2,Mortgage Delinquencies,8.32%,,8.44%
2011-08-23,10:00am,3,New Home Sales,300K,313K,298K
2011-08-23,10:00am,1,Richmond Manufacturing Index,-1,-7,-10
2011-08-24,8:30am,3,Core Durable Goods Orders m/m,0.60%,-0.30%,0.70%
2011-08-24,8:30am,2,Durable Goods Orders m/m,-1.30%,2.10%,4.00%
2011-08-24,10:00am,1,HPI m/m,0.40%,0.20%,0.90%
2011-08-24,10:30am,2,Crude Oil Inventories,4.2M,0.7M,-2.2M
2011-08-25,8:30am,3,Unemployment Claims,412K,403K,417K
2011-08-25,10:30am,1,Natural Gas Storage,50B,75B,73B
2011-08-26,8:30am,3,Prelim GDP q/q,1.30%,1.10%,1.00%
2011-08-26,8:30am,1,Prelim GDP Price Index q/q,2.30%,2.30%,2.40%
2011-08-26,9:55am,2,Revised UoM Consumer Sentiment,54.9,56.2,55.7
2011-08-26,9:55am,1,Revised UoM Inflation Expectations,3.40%,,3.50%
2011-08-26,10:00am,3,Fed Chairman Bernanke Speaks,,,
2011-08-29,8:30am,2,Core PCE Price Index m/m,0.20%,0.20%,0.20%
2011-08-29,8:30am,2,Personal Spending m/m,-0.10%,0.50%,0.80%
2011-08-29,8:30am,1,Personal Income m/m,0.20%,0.30%,0.30%
2011-08-29,10:00am,3,Pending Home Sales m/m,2.40%,-0.80%,-1.30%
2011-08-30,9:00am,2,S&P/CS Composite-20 HPI y/y,-4.60%,-4.70%,-4.50%
2011-08-30,10:00am,3,CB Consumer Confidence,59.2,52.1,44.5
2011-08-30,12:15pm,2,FOMC Member Kocherlakota Speaks,,,
2011-08-30,2:00pm,3,FOMC Meeting Minutes,,,
2011-08-31,7:30am,1,Challenger Job Cuts y/y,59.40%,,47.00%
